year,"title"
2019,"BioMed Research International"
2019,"Biopharmaceutics and Drug Disposition"
2019,"Biosystems Engineering"
2019,"Biotechnology for Biofuels"
2019,"BJU International"
2019,"BMC Cancer"
2019,"BMC Endocrine Disorders"
2019,"BMC Genomics"
2019,"BMC Geriatrics"
2019,"BMC Health Services Research"
2019,"BMC Infectious Diseases"
2019,"BMC Medical Education"
2019,"BMC Medical Ethics"
2019,"BMC Medical Informatics and Decision Making"
2019,"BMC Medical Research Methodology"
2019,"BMC Musculoskeletal Disorders"
2019,"BMC Nursing"
2019,"BMC Nutrition"
2019,"BMC Obesity"
2019,"BMC Oral Health"
2019,"BMC Psychiatry"
2019,"BMC Public Health"
2019,"BMC Research Notes"
2019,"BMC Veterinary Research"
2019,"BMJ Open"
2019,"BMS Bulletin of Sociological Methodology/ Bulletin de Methodologie Sociologique"
2019,"Brain Impairment"
2019,"Brain Sciences"
2019,"Breast Cancer Research and Treatment"
2019,"British Food Journal"
2019,"British Journal of Educational Technology"
2019,"British Journal of General Practice"
2019,"British Journal of Nutrition"
2019,"Buddhist Studies Review"
2019,"Built Heritage"
2019,"Bullying in Schools: Prevention, Gender Differences and Perspectives"
2019,"Business Horizons"
2019,"Byproducts from Agriculture and Fisheries: Adding Value for Food, Feed, Pharma and Fuels"
2019,"CAB Reviews: Perspectives in Agriculture, Veterinary Science, Nutrition and Natural Resources"
2019,"California Agriculture"
2019,"California Law Review"
2019,"Canadian Biosystems Engineering / Le Genie des biosystems au Canada"
2019,"Canadian Family Physician"
2019,"Canadian Geographer"
2019,"Canadian Geriatrics Journal"
2019,"Canadian Journal of Agricultural Economics"
2019,"Canadian Journal of Development Studies"
2019,"Canadian Journal of Dietetic Practice and Research"
2019,"Canadian Journal of Economics"
2019,"Canadian Journal of Hospital Pharmacy"
2019,"Canadian Journal of Plant Science"
2019,"Canadian Journal of Public Health"
2019,"Canadian Journal of Soil Science"
2019,"Canadian Maternity and Pediatric Nursing"
2019,"Canadian Respiratory Journal"
2019,"Canadian Veterinary Journal"
2019,"Canadian Water Resources Journal"
2019,"Cancer"
2019,"Cancer Causes and Control"
2019,"Cancer Epidemiology"
2019,"Cancer Epidemiology Biomarkers and Prevention"
2019,"Cancer Medicine"
2019,"Cancer Research"
2019,"Carbon and Nitrogen Cycling in Soil"
2019,"Carbon Management in Tropical and Sub-Tropical Terrestrial Systems"
2019,"Case Studies in the Environment"
2019,"Catena"
2019,"Cell"
2019,"Cephalalgia"
2019,"Cereal Chemistry"
2019,"Changing Cuba-U.S. Relations: Implications for CARICOM States"
2019,"Changing the Paradigm of Homelessness"
2019,"Chemical Engineering Journal"
2019,"Chemical Reviews"
2019,"Chemosphere"
2019,"Chest"
2019,"Child Abuse and Neglect"
2019,"Child Development"
2019,"Child Maltreatment"
2019,"Child Psychiatry and Human Development"
2019,"Child: Care, Health and Development"
2019,"Children"
2019,"Children and Childhood: Practices and Perspectives"
2019,"Children and Youth Services Review"
2019,"Children Australia"
2019,"China Agricultural Economic Review"
2019,"China Economic Review"
2019,"Chinese Journal of Eco-Agriculture"
2019,"Chinese Journal of Food Hygiene"
2019,"Ciencia e Investigacion Agraria"
2019,"Ciencia e Saude Coletiva"
2019,"Ciencia Rural"
2019,"Circulation"
2019,"Circulation: Cardiovascular Quality and Outcomes"
2019,"Climate"
2019,"Climate and Development"
2019,"Climate Change Management"
2019,"Climate Dynamics"
2019,"Climatic Change"
2019,"Clinical and Experimental Ophthalmology"
2019,"Clinical Case Studies"
2019,"Clinical Chemistry"
2019,"Clinical Child and Family Psychology Review"
2019,"Clinical Diabetes"
2019,"Clinical Engineering Handbook, Second Edition"
2019,"Clinical Infectious Diseases"
2019,"Clinical Journal of Oncology Nursing"
2019,"Clinical Journal of Pain"
2019,"Clinical Journal of the American Society of Nephrology"
2019,"Clinical Linguistics and Phonetics"
2019,"Clinical Neurology and Neurosurgery"
2019,"Clinical Orthopaedics and Related Research"
2019,"Clinical Pediatrics"
2019,"Clinical Psychological Science"
2019,"Clinical Toxicology"
2019,"Clinical Transplantation"
2019,"Clinics in Colon and Rectal Surgery"
2019,"Cliometrica"
2019,"CMAJ"
2019,"Cochrane Database of Systematic Reviews"
2019,"Cogent Economics and Finance"
2019,"Cogent Food and Agriculture"
2019,"Cogent Social Sciences"
2019,"Colloids and Surfaces B: Biointerfaces"
2019,"Communications Biology"
2019,"Communications in Computer and Information Science"
2019,"Communications in Soil Science and Plant Analysis"
2019,"Community College Journal of Research and Practice"
2019,"Community Dentistry and Oral Epidemiology"
2019,"Community Development"
2019,"Community Mental Health Journal"
2019,"Community Psychology, 6th Edition"
2019,"Comprehensive Analytical Chemistry"
2019,"Comprehensive Psychiatry"
2019,"Comprehensive Reviews in Food Science and Food Safety"
2019,"Computer Journal"
2019,"Computers and Electronics in Agriculture"
2019,"Computers and Industrial Engineering"
2019,"Conference on Human Factors in Computing Systems - Proceedings"
2019,"Connecticut Medicine"
2019,"Conservation Genetics"
2019,"Consumer Informatics and Digital Health: Solutions for Health and Health Care"
2019,"Consumers, Meat and Animal Products: Policies, Regulations and Marketing"
2019,"Contemporary Clinical Trials"
2019,"Contributions to Management Science"
2019,"Cornea"
2019,"Crime Prevention and Community Safety"
2019,"Crime Solvability Factors: Police Resources and Crime Detection"
2019,"Criminal Justice and Behavior"
2019,"Criminal Justice Policy Review"
2019,"Critical Public Health"
2019,"Critical Reviews in Biotechnology"
2019,"Critical Reviews in Food Science and Nutrition"
2019,"Crop Protection"
2019,"Crop Science"
2019,"Crop, Forage and Turfgrass Management"
2019,"Culture and Change Along the Blue Nile: Courts, Markets, and Strategies for Development"
2019,"Culture, Agriculture, Food and Environment"
2019,"Culture, Health and Sexuality"
2019,"Current and Emerging Trends in Aging and Work"
2019,"Current Cardiology Reports"
2019,"Current Developments in Nutrition"
2019,"Current Diabetes Reports"
2019,"Current Nutrition and Food Science"
2019,"Current Nutrition Reports"
2019,"Current Opinion in Endocrinology, Diabetes and Obesity"
2019,"Current Pharmacology Reports"
2019,"Current Protocols in Human Genetics"
2019,"Current Psychiatry"
2019,"Current Research in Nutrition and Food Science"
2019,"Custos e Agronegocio"
2019,"Damage Control Resuscitation: Identification and Treatment of Life-Threatening Hemorrhage"
2019,"Data"
2019,"Data Analytics in Medicine: Concepts, Methodologies, Tools, and Applications"
2019,"Data in Brief"
2019,"Delaware Journal of Public Health"
2019,"Dementia"
2019,"Development (Basingstoke)"
2019,"Development and Psychopathology"
2019,"Development Policy Review"
2019,"Development Southern Africa"
2019,"Diabetes Care"
2019,"Diabetes Educator"
2019,"Diabetes Spectrum"
2019,"Digestive Diseases and Sciences"
2019,"Disability and Health Journal"
2019,"Disaster Medicine and Public Health Preparedness"
2019,"Disaster Prevention and Management: An International Journal"
2019,"Disasters"
2019,"Discourse"
2019,"Diversity of Family Farming Around the World: Existence, Transformations and Possible Futures of Family Farms"
2019,"Drug and Alcohol Dependence"
2019,"Drug and Alcohol Review"
2019,"Duke Environmental Law and Policy Forum"
2019,"Early Language Learning and Teacher Education: International Research and Practice"
2019,"Earth Interactions"
2019,"Earth's Future"
2019,"Eating and Weight Disorders"
2019,"Eating Behaviors"
2019,"Ecodevelopment in Tanzania: An Empirical Contribution on Needs, Self-sufficiency, and Environmentally-sound Agriculture on Peasant Farms"
2019,"Ecological Applications"
2019,"Ecological Economics"
2019,"Ecological Indicators"
2019,"Ecological Modelling"
2019,"Ecology"
2019,"Ecology and Evolution"
2019,"Ecology and Society"
2019,"Ecology of Food and Nutrition"
2019,"Economia Agro-Alimentare"
2019,"Economic Analysis of Diversity in Modern Wheat"
2019,"Economic and Political Weekly"
2019,"Economic Complexity and Evolution"
2019,"Economic Development and Cultural Change"
2019,"Economic Development Quarterly"
2019,"Economic Horizons"
2019,"Economic Record"
2019,"Economics and Human Biology"
2019,"Economics of Transition"
2019,"Economie et Statistique"
2019,"Ecopsychology"
2019,"Ecosphere"
2019,"Ecosystem Services"
2019,"Ecotoxicology"
2019,"Educational Gerontology"
2019,"Educational Researchers and the Regional University: Agents of Regional-Global Transformations"
2019,"Effect of High Temperature on Crop Productivity and Metabolism of Macro Molecules"
2019,"Egyptian Journal of Agricultural Sciences"
2019,"Egyptian Journal of Chemistry and Environmental Health"
2019,"Elementa"
2019,"Emerging Infectious Diseases"
2019,"Emirates Journal of Food and Agriculture"
2019,"Empirical Economics"
2019,"Encyclopedia of Microbiology"
2019,"Endocrine Practice"
2019,"Energies"
2019,"Energy"
2019,"Energy Analysis"
2019,"Energy and Buildings"
2019,"Energy Economics"
2019,"Energy for Sustainable Development"
2019,"Energy Policy"
2019,"Energy Research and Social Science"
2019,"Energy Sources, Part A: Recovery, Utilization and Environmental Effects"
2019,"Energy, Sustainability and Society"
2019,"Engineering in Agriculture, Environment and Food"
2019,"Ensayos Sobre Politica Economica"
2019,"Entrepreneurship and Regional Development"
2019,"Entrepreneurship and Sustainability Issues"
2019,"Environment and Development Economics"
2019,"Environment and Planning A"
2019,"Environment International"
2019,"Environment, Development and Sustainability"
2019,"Environmental and Experimental Botany"
2019,"Environmental and Resource Economics"
2019,"Environmental Communication"
2019,"Environmental Conservation"
2019,"Environmental Development"
2019,"Environmental Engineering and Management Journal"
2019,"Environmental Engineering Science"
2019,"Environmental Entomology"
2019,"Environmental Forensics"
2019,"Environmental Geochemistry and Health"
2019,"Environmental Hazards"
2019,"Environmental Health and the U.S. Federal System: Sustainably Managing Health Hazards"
2019,"Environmental Health Insights"
2019,"Environmental Health Perspectives"
2019,"Environmental Health: A Global Access Science Source"
2019,"Environmental History (Netherlands)"
2019,"Environmental Management"
2019,"Environmental Modelling and Software"
2019,"Environmental Monitoring and Assessment"
2019,"Environmental Nutrition: Connecting Health and Nutrition with Environmentally Sustainable Diets"
2019,"Environmental Research"
2019,"Environmental Research Communications"
2019,"Environmental Research Letters"
2019,"Environmental Reviews"
2019,"Environmental Science and Policy"
2019,"Environmental Science and Pollution Research"
2019,"Environmental Science and Technology"
2019,"Environmental Sciences Europe"
2019,"Environmental Sociology"
2019,"Epidemiologia e Servicos de Saude"
2019,"Epidemiology and Infection"
2019,"Equilibrium. Quarterly Journal of Economics and Economic Policy"
2019,"Escaping Paternalism: Rationality, Behavioral Economics, and Public Policy"
2019,"Espacios"
2019,"Estuaries and Coasts"
2019,"Estuarine, Coastal and Shelf Science"
2019,"Estudos Economicos"
2019,"Ethnicity and Disease"
2019,"Ethnography and Education"
2019,"Euphytica"
2019,"EuroChoices"
2019,"European Countryside"
2019,"European Journal of Agronomy"
2019,"European Journal of Geography"
2019,"European Journal of Horticultural Science"
2019,"European Journal of Nutrition"
2019,"European Journal of Operational Research"
2019,"European Journal of Remote Sensing"
2019,"European Journal of Social Psychology"
2019,"European Journal of Soil Science"
2019,"European Physical Education Review"
2019,"European Review of Agricultural Economics"
2019,"Evaluation and Program Planning"
2019,"Evidence-based Complementary and Alternative Medicine"
2019,"Evolutionary Applications"
2019,"Experiences of Hunger and Food Insecurity in College"
2019,"Experimental Agriculture"
2019,"Experimental Methods in Survey Research: Techniques that Combine Random Sampling with Random Assignment"
2019,"Extractive Industries and Society"
2019,"Fabrications"
2019,"Failure or Reform?: Market-Based Policy Instruments for Sustainable Agriculture and Resource Management"
2019,"Families in Society"
2019,"Family and Community Health"
2019,"Farmers and Plant Breeding: Current Approaches and Perspectives"
2019,"Fast Facts in Health Informatics for Nurses"
2019,"Feminism and Psychology"
2019,"Feminist Encounters"
2019,"FEMS Microbiology Ecology"
2019,"Fiber: The Coming Tech Revolution-and Why America Might Miss It"
2019,"Field Crops Research"
2019,"Fire"
2019,"Florida Entomologist"
2019,"Folia Horticulturae"
2019,"Food Additives and Contaminants - Part A Chemistry, Analysis, Control, Exposure and Risk Assessment"
2019,"Food and Bioprocess Technology"
2019,"Food and Chemical Toxicology"
2019,"Food and Experiential Marketing: Pleasure, Wellbeing and Consumption"
2019,"Food and Nutrition Bulletin"
2019,"Food and Power: Regime Type, Agricultural Policy, and Political Stability"
2019,"Food Chemistry"
2019,"Food Control"
2019,"Food Engineering Reviews"
2019,"Food Ethics"
2019,"Food Hydrocolloids"
2019,"Food Loss and Food Waste: Causes and Solutions"
2019,"Food Microbiology"
2019,"Food Microbiology: Fundamentals and Frontiers"
2019,"Food Packaging and Shelf Life"
2019,"Food Policy"
2019,"Food Preservation in Developing Countries: Challenges and Solutions"
2019,"Food Protection Trends"
2019,"Food Quality and Preference"
2019,"Food Research International"
2019,"Food Safety: Contaminants, Pathogens, and Illnesses"
2019,"Food Science and Technology (Brazil)"
