doi,"title",year
10.3390/land11060932,"Influence of Leguminous Cover Crops on Soil Chemical and Biological Properties in a No-Till Tropical Fruit Orchard",2022
10.3390/land11091382,"Evaluation of Maximum Entropy (Maxent) Machine Learning Model to Assess Relationships between Climate and Corn Suitability",2022
10.3390/land11091504,"Geospatial Analysis and Land Suitability for “FloodWise” Practices: Nature-Based Solutions for Flood Mitigation in Eastern, Rural North Carolina",2022
10.3390/land11091552,"An Advanced Open Land Use Database as a Resource to Address Destination Earth Challenges",2022
10.3390/land11122316,"Evaluating Ecosystem Services for the Expansion of Irrigation on Agricultural Land",2022
10.3390/land12010121,"Impact of Conservation Tillage Technologies on the Biological Relevance of Weeds",2023
10.3390/land12030592,"Farm Business Model on Smart Farming Technology for Sustainable Farmland in Hilly and Mountainous Areas of Japan",2023
10.3390/land12050988,"Challenges and Opportunities for Cover Crop Mediated Soil Water Use Efficiency Enhancements in Temperate Rain-Fed Cropping Systems: A Review",2023
10.3390/land12061169,"The Roots of First-Generation Farmers: The Role of Inspiration in Starting an Organic Farm",2023
10.3390/horticulturae3030048,"Yield performance of organic sweetpotato varieties in various mulches",2017
10.3390/horticulturae4020011,"Effects of elevated temperature and potassium on biomass and quality of dark red ‘lollo rosso’ lettuce",2018
10.3390/horticulturae5010015,"Timing of a short-term reduction in temperature and irradiance affects growth and flowering of four annual bedding plants",2019
10.3390/horticulturae4040032,"Trends in the use of New-Media marketing in U.S. Ornamental Horticulture Industries",2018
10.3390/horticulturae3010026,"Relationship marketing: A qualitative case study of new-media marketing use by Kansas garden centers",2017
10.3390/horticulturae4030012,"Lettuce biomass accumulation and phytonutrient concentrations are influenced by genotype, n application rate and location",2018
10.3390/horticulturae4030014,"Implications of smallholder farm production diversity for household food consumption diversity: Insights from diverse agro-ecological and market access contexts in rural tanzania",2018
10.3390/horticulturae6020032,"A strategic approach to value chain upgrading—adopting innovations and their impacts on farm households in tanzania",2020
10.1111/anti.12564,"Debt-Bonded Brick Kiln Workers and Their Intent to Return: Towards a Labour Geography of Smallholder Farming Persistence in Cambodia",2019
10.1111/1467-8489.12277,"The behavioural economics of health protection: an empirical evidence of moral hazard in U.S. hog farms",2018
10.1111/1467-8489.12380,"Marketing efficiency and determinants of marketing channel choice by rice farmers in rural Tanzania: Evidence from Mbeya region, Tanzania",2020
10.1061/(ASCE)WR.1943-5452.0000959,"Water resources criticality due to future climate change and population growth: Case of river basins in Utah, USA",2018
10.1061/(ASCE)WR.1943-5452.0001117,"Land-Use Optimization for Sustainable Agricultural Water Management in Pajaro Valley, California",2019
10.1061/(ASCE)WR.1943-5452.0001181,"Valuation and Aspirations for Drip Irrigation in Punjab, Pakistan",2020
10.1061/(ASCE)WR.1943-5452.0001213,"Forecasting Water Demands in South Florida in the Context of Everglades Restoration: Retrospective",2020
10.1061/(ASCE)WR.1943-5452.0001315,"Urban Water Demand: Statistical Optimization Approach to Modeling Daily Demand",2021
10.1061/(ASCE)WR.1943-5452.0001595,"Validation and Bias Correction of Forecast Reference Evapotranspiration for Agricultural Applications in Nevada",2022
10.1061/JWRMD5.WRENG-5503,"Rural and Urban Difference in the Acceptance of Alternative Water Management Strategies: Case Study of Idaho Residents",2023
10.1186/s13104-017-2904-2,"Coinfection of intestinal schistosomiasis and malaria and association with haemoglobin levels and nutritional status in school children in Mara region, Northwestern Tanzania: A cross-sectional exploratory study",2017
10.1186/s13104-019-4594-4,"US county-level agricultural crop production typology",2019
10.32609/j.ruje.6.49746,"Changes in Russia’s agrarian structure: What can we learn from agricultural census?",2020
10.2134/jeq2017.03.0105,"Identification of factors affecting fecal pollution in beaver lake reservoir",2017
10.2134/jeq2016.05.0201,"Revised method and outcomes for estimating soil phosphorus losses from agricultural land in the Chesapeake Bay watershed model",2017
10.2134/jeq2017.08.0306,"Integrated crop-livestock systems and water quality in the Northern Great plains: Review of current practices and future research needs",2018
10.2134/jeq2017.07.0264,"Arsenic speciation and availability in orchard soils historically contaminated with lead arsenate",2018
10.2134/jeq2017.07.0291,"Simulated soil organic carbon changes in Maryland are affected by tillage, climate change, and crop yield",2018
10.2134/jeq2018.01.0023,"Ammonia emissions from subalpine forest and mountain grassland soils in rocky Mountain National Park",2018
10.13031/trans.11683,"Energy conservation using variable-frequency drives for center-pivot irrigation: Standard systems",2017
10.13031/trans.11891,"Effects of biochar treatment of municipal biosolids and horse manure on quality of runoff from fescue plots",2017
10.13031/trans.12237,"Longevity and performance of a subsurface drip irrigation system",2017
10.13031/trans.12074,"Thermochemical conversion: A prospective swine manure solution for North Carolina",2017
10.13031/trans.12085,"Nitrous oxide emissions from southern high plains beef cattle feedyards: Measurement and modeling",2017
10.13031/trans.12083,"Leaf thickness and electrical capacitance as measures of plant water status",2017
10.13031/trans.12226,"Economic evaluation of apple harvest and in-field sorting technology",2017
10.13031/trans.12417,"A county-level assessment of manure nutrient availability relative to crop nutrient capacity in Iowa: Spatial and temporal trends",2017
10.13031/trans.12300,"Effects of subsurface drainage systems on water and nitrogen footprints simulated with RZWQM2",2018
10.13031/trans.12505,"Assessment of perennial grass inventories predicted in the billion-ton studies",2018
10.13031/trans.12407,"Development of a framework for the assessment of energy demand-based greenhouse gas mitigation options for the agriculture sector",2018
10.13031/trans.12646,"Ammonia emissions from dairy lagoons in the western U.S.",2018
10.13031/trans.12801,"Use of CSM-CROPGRO-Cotton to determine the agronomic and economic value of irrigation to upland cotton production in North and South Carolina",2018
10.13031/trans.12866,"Simulation of hydrogen sulfide emission from deep-pit manure storage during agitation",2018
10.13031/trans.13314,"Corn and sorghum ET, e, yield, and CWP as affected by irrigation application method: SDI versus mid-elevation spray irrigation",2019
10.13031/trans.13234,"Response of drought-tolerant corn to varying irrigation levels in the Texas High Plains",2019
10.13031/trans.13312,"Energy conservation using variable frequency drives for center-pivot irrigation systems equipped with corner watering attachments",2019
10.13031/trans.13102,"Estimating crop consumption of irrigation water for the conterminous U.S.",2019
10.13031/trans.12973,"Design of improved and semi-automated red raspberry cane bundling and taping machine based on field evaluation",2019
10.13031/trans.13292,"Agricultural best management practice sensitivity to changing air temperature and precipitation",2019
10.13031/trans.13135,"Optimization modeling analysis for grain harvesting management",2019
10.13031/trans.13355,"Precision agriculture and irrigation: Current U.S. Perspectives",2020
10.13031/trans.13524,"Perspectives on global water security",2020
10.13031/TRANS.13620,"Past, present, and future of irrigation on the U.S. great plains",2020
10.13031/TRANS.13970,"Surface irrigation in the lower mississippi river basin: Trends and innovations",2020
10.13031/TRANS.13773,"Declining soil moisture threatens water availability in the U.S. great plains",2020
10.13031/TRANS.13912,"Evaluation of infrared canopy temperature data in relation to soil water-based irrigation scheduling in a humid subtropical climate",2020
10.13031/TRANS.13955,"Moving toward sustainable irrigation in a southern idaho irrigation project",2020
10.13031/TRANS.13765,"Evaluation of two recurrent neural network methods for prediction of irrigation rate and timing",2020
10.13031/TRANS.13929,"Innovative extension methods in the u.s. To promote irrigation water management",2020
10.13031/TRANS.13916,"WATER and NITROGEN BUDGET DYNAMICS for A MAIZE-PEANUT ROTATION in FLORIDA",2021
10.13031/TRANS.14000,"Development of a land suitability framework for sustainable manure utilization",2021
10.13031/trans.14207,"Frontier: Drainage water recycling in the humid regions of the U.S.: Challenges and opportunities",2021
10.13031/trans.14028,"Effectiveness of cover crops for water pollutant reduction from agricultural areas",2021
10.13031/TRANS.14112,"Evaluation of soil moisture sensing technologies in silt loam and loamy sand soils: Assessment of performance, temperature sensitivity, and site- And sensor-specific calibration functions",2020
10.13031/TRANS.14335,"Field-scale spatial and temporal soil water variability in irrigated croplands",2021
10.13031/TRANS.14574,"Beyond 2020, vision of the future: Selected papers from the sixth decennial national irrigation symposium",2021
10.13031/TRANS.14331,"Perspective: Agricultural aerial application with unmanned aircraft systems: Current regulatory framework and analysis of operators in the united states",2021
10.13031/trans.14555,"A 2020 vision of subsurface drip irrigation in the U.S.",2021
10.13031/trans.14329,"Cover cropping and interseeding management practices to improve runoff quality from dairy farms in central Pennsylvania",2021
10.1021/acs.est.6b04189,"Evaluating the Potential of Marginal Land for Cellulosic Feedstock Production and Carbon Sequestration in the United States",2017
10.1021/acs.est.7b00882,"Size, Composition, and Source Profiles of Inhalable Bioaerosols from Colorado Dairies",2017
10.1021/acs.est.6b06589,"PARAFAC Modeling of Irradiation- and Oxidation-Induced Changes in Fluorescent Dissolved Organic Matter Extracted from Poultry Litter",2017
10.1021/acs.est.8b02475,"Mitigating Greenhouse Gas and Ammonia Emissions from Beef Cattle Feedlot Production: A System Meta-Analysis",2018
10.1021/acs.est.8b06240,"Quantifying the Urban Food-Energy-Water Nexus: The Case of the Detroit Metropolitan Area",2019
10.1021/acs.est.8b07288,"A Systems Approach to Assess Trade Dependencies in U.S. Food-Energy-Water Nexus",2019
10.1021/acs.est.9b07071,"What factors drive the changes in water withdrawals in the U.S. Agriculture and food manufacturing industries between 1995 and 2010?",2020
10.1021/acs.est.9b07582,"Mapping U.S. Food System Localization Potential: The Impact of Diet on Foodsheds",2020
10.1021/acs.est.1c02323,"Foliar Application of Copper Oxide Nanoparticles Suppresses Fusarium Wilt Development on Chrysanthemum",2021
10.1021/acs.est.1c02236,"Assessing Marginal Land Availability Based on Land Use Change Information in the Contiguous United States",2021
10.1021/acs.est.1c07382,"Enhancements in Ammonia and Methane from Agricultural Sources in the Northeastern Colorado Front Range Using Observations from a Small Research Aircraft",2022
10.1021/acs.est.1c07881,"Mapping the National Phosphorus Recovery Potential from Centralized Wastewater and Corn Ethanol Infrastructure",2022
10.1021/acs.est.2c03986,"Consumption-Based Accounting for Tracing Virtual Water Flows Associated with Beef Supply Chains in the United States",2022
10.1021/acs.est.3c02228,"Modeling National Embedded Phosphorus Flows of Corn Ethanol Distillers’ Grains to Elucidate Nutrient Reduction Opportunities",2023
10.13031/aim.202200848,"A Summary of South Carolina's Agricultural Incident Rates used to Improve an Agricultural Safety Program",2022
10.13031/aim.202201104,"Effects of Deficit Irrigation on Yield and Water Productivity of Alfalfa in Northern Nevada",2022
10.13031/aim.202201103,"Estimation of Alfalfa Hay Crop Yield in Northern Nevada using two different regression methods",2022
